"bin","age","income","age_scale","inc_scale","First Name","Last Name","Email"
"30-39",32,67981.338368381,-0.619047175236678,0.0632595993233705,"Pernilla","Tilmans","pernillatilmans@yahoo.com"
"50-59",57,89406.018834915,0.807657335532688,0.834303656081642,"Evelyn","Baker","evelynbaker@gmail.com"
"30-39",34,113497.996097564,-0.504910814375129,1.70133996558167,"Inessa","Ramos","inessaramos@gmail.com"
"20-29",26,92275.1966547152,-0.961456257821326,0.937561322360269,"Fernando","Johnson","fernandojohnson@live.com"
"50-59",50,57253.4757713392,0.408180072517266,-0.322821057052766,"Sherri","Gonzalez","sherrigonzalez@yahoo.com"
"20-29",23,45231.1605380059,-1.13266079911365,-0.755487239571365,"Alexandra","Wiedemann","alexandrawiedemann@gmail.com"
"50-59",55,44506.0484417638,0.693520974671139,-0.781583002033929,"Izzie","Howard","izziehoward@msn.com"
"20-29",29,103474.927473591,-0.790251716529002,1.34062385104888,"Angelo","Robin","angelorobin@yahoo.com"
"50-59",55,75657.7791349391,0.693520974671139,0.339523884308017,"Alano","Pinto","alanopinto@live.com"
"20-29",25,99193.733877237,-1.0185244382521,1.18654972688835,"Juvena","Barbosa","juvenabarbosa@gmail.com"
"30-39",31,125637.409732114,-0.676115355667453,2.13822035453639,"Francisco","Jimenez","franciscojimenez@verizon.net"
"50-59",58,42895.8324536165,0.864725515963463,-0.83953240621279,"Josefina","Bravo","josefinabravo@live.com"
"40-49",47,76004.0288575978,0.236975531224942,0.35198492386598,"Tomé","Santos","tomésantos@yahoo.com"
"20-29",21,33497.2883234844,-1.2467971599752,-1.177772764338,"Lloyd","Griffin","lloydgriffin@yahoo.com"
"30-39",34,37180.8590302646,-0.504910814375129,-1.0452062457592,"Sacha","Picard","sachapicard@gmail.com"
"40-49",44,96987.7379504229,0.0657709899326176,1.10715904233369,"Noelia","Herrero","noeliaherrero@me.com"
"20-29",25,59946.9514919424,-1.0185244382521,-0.225886661711943,"Robin","Lemoine","robinlemoine@comcast.net"
"20-29",28,80600.0816738475,-0.847319896959777,0.517390387627827,"Tara","Gilbert","taragilbert@gmail.com"
"20-29",24,25545.3893352615,-1.07559261868288,-1.46395040252442,"Brett","Bates","brettbates@gmail.com"
"20-29",24,34204.7653766449,-1.07559261868288,-1.15231166222335,"Emma","Geiger","emmageiger@gmail.com"
"10-19",19,29116.8470291586,-1.36093352083675,-1.33541867328139,"Charline","Noel","charlinenoel@gmail.com"
"50-59",54,73942.0842939132,0.636452794240364,0.277778444862597,"Matéo","Simon","matéosimon@gmail.com"
"60-69",65,41894.404038939,1.26420277897889,-0.875572403570606,"Melina","Da Rocha","melinada rocha@gmail.com"
"80-",87,45771.8970789521,2.51970274845593,-0.736026893508335,"Jeremy","Martinez","jeremymartinez@gmail.com"
"50-59",51,82892.9943781688,0.46524825294804,0.599909084515468,"Zachary","Ma","zacharyma@gmail.com"
"20-29",26,97904.553942005,-0.961456257821326,1.14015395782634,"Marjolijne","Beukers","marjolijnebeukers@aol.com"
"20-29",22,29097.9684920312,-1.18972897954443,-1.33609808522759,"Freddie","Jennings","freddiejennings@gmail.com"
"30-39",35,102456.671911705,-0.447842633944354,1.30397826837708,"Randall","Olson","randallolson@me.com"
"30-39",33,94573.6586752516,-0.561978994805904,1.02027973131799,"Matias","Ollila","matiasollila@live.com"
"40-49",45,107432.655145046,0.122839170363392,1.48305689242421,"Johan","Kristensen","johankristensen@gmail.com"
"60-69",61,74306.3209089431,1.03593005725579,0.29088680732855,"Ludwig","Götz","ludwiggötz@gmail.com"
"20-29",28,100953.161158097,-0.847319896959777,1.24986903521244,"Antoine","Marie","antoinemarie@gmail.com"
"50-59",56,88527.3290381121,0.750589155101914,0.802680848608863,"Serdar","Van Der Knaap","serdarvan der knaap@mail.com"
"60-69",64,55963.4633389184,1.20713459854811,-0.369246786515383,"Rayan","Lambert","rayanlambert@live.com"
"30-39",32,121575.270598908,-0.619047175236678,1.99202969179694,"Julian","Faure","julianfaure@comcast.net"
"40-49",43,53024.3804290889,0.00870280950184294,-0.475020238468781,"Lauri","Latvala","laurilatvala@yahoo.com"
"60-69",63,72026.9615116897,1.15006641811734,0.208855874861968,"Baptiste","Roche","baptisteroche@gmail.com"
"20-29",25,58262.6550225336,-1.0185244382521,-0.286502118011754,"Addison","Johnson","addisonjohnson@gmail.com"
"20-29",22,35772.7764509583,-1.18972897954443,-1.09588115341511,"Buse","Öztürk","buseöztürk@gmail.com"
"20-29",29,59154.6900398735,-0.790251716529002,-0.254399034858913,"Dora","Richardson","dorarichardson@gmail.com"
"50-59",55,78092.6871856074,0.693520974671139,0.427152793600421,"Davut","Gümüspala","davutgümüspala@yahoo.com"
"30-39",31,86177.5824439876,-0.676115355667453,0.718116780121695,"Fernando","Richardson","fernandorichardson@me.com"
"30-39",35,97835.411701458,-0.447842633944354,1.13766562602938,"Moshe","Pijnenburg","moshepijnenburg@live.com"
"50-59",55,47034.9559080018,0.693520974671139,-0.690571186246047,"Cibele","Da Conceição","cibeleda conceição@gmail.com"
"60-69",63,70299.8127337267,1.15006641811734,0.146698224367911,"Marcus","Larsen","marcuslarsen@gmail.com"
"60-69",61,72202.0858352191,1.03593005725579,0.21515835246774,"Amalie","Thomsen","amaliethomsen@comcast.net"
"20-29",22,43053.2029059043,-1.18972897954443,-0.833868865412944,"Kaya","Karaer","kayakaraer@gmail.com"
"20-29",24,23648.1222571618,-1.07559261868288,-1.5322303708972,"Ben","Hill","benhill@yahoo.com"
"30-39",37,62573.4431218088,-0.333706273082805,-0.131362929397841,"Kent","Stewart","kentstewart@verizon.net"
"40-49",40,91782.64147428,-0.162501731790481,0.91983495556132,"Louanne","Gautier","louannegautier@gmail.com"
"30-39",30,95051.9352225153,-0.733183536098228,1.03749223023159,"Marie","Peter","mariepeter@verizon.net"
"30-39",32,95018.0221008756,-0.619047175236678,1.03627174477664,"Axel","Simon","axelsimon@gmail.com"
"20-29",28,53276.5727805501,-0.847319896959777,-0.465944191147666,"Emma","Addy","emmaaddy@aol.com"
"40-49",44,62662.4258078615,0.0657709899326176,-0.128160567927737,"Odila","Nogueira","odilanogueira@gmail.com"
"40-49",46,77901.1796514305,0.179907350794167,0.420260707331869,"Cissy","Oonk","cissyoonk@verizon.net"
"30-39",30,73561.9051151401,-0.733183536098228,0.264096331994957,"Julia","Latt","julialatt@me.com"
"30-39",30,105100.236606013,-0.733183536098228,1.39911643621982,"Faustine","Bourgeois","faustinebourgeois@yahoo.com"
"30-39",36,64053.9293010212,-0.39077445351358,-0.0780823182177786,"Victoria","Sørensen","victoriasørensen@gmail.com"
"30-39",39,81366.5428207961,-0.219569912221256,0.5449742441532,"Afsar","Ertepinar","afsarertepinar@yahoo.com"
"30-39",31,42305.9423723276,-0.676115355667453,-0.860761718921977,"Florence","Young","florenceyoung@gmail.com"
"40-49",49,81565.6048458083,0.351111892086491,0.552138205900572,"Marine","Durand","marinedurand@gmail.com"
"10-19",18,41408.0127996565,-1.41800170126752,-0.893076938814148,"Eva","Bartsch","evabartsch@yahoo.com"
"40-49",47,80184.0041736561,0.236975531224942,0.502416344762892,"Susanne","Johnston","susannejohnston@yahoo.com"
"30-39",33,91880.4208968994,-0.561978994805904,0.923353899183454,"Kayla","Williams","kaylawilliams@live.com"
"50-59",57,66397.1556268237,0.807657335532688,0.00624709500132217,"Isabella","Madsen","isabellamadsen@gmail.com"
"70-79",75,28305.556306608,1.83488458328663,-1.36461588305555,"Isabelle","Moreno","isabellemoreno@hotmail.com"
"40-49",48,78325.4986253645,0.294043711655716,0.43553134922231,"Jannis","Hoppe","jannishoppe@gmail.com"
"20-29",22,10484.1191417347,-1.18972897954443,-2.00598429134199,"Thomas","Miller","thomasmiller@gmail.com"
"30-39",34,65110.6420578385,-0.504910814375129,-0.0400527152971036,"Neil","Clark","neilclark@hotmail.com"
"40-49",42,83490.5436159405,-0.0483653709289317,0.621414039472625,"Charlotte","Wilson","charlottewilson@gmail.com"
"50-59",54,63069.8900907864,0.636452794240364,-0.113496502613845,"Theodore","Wang","theodorewang@gmail.com"
"50-59",50,69834.827321718,0.408180072517266,0.12996405468129,"Claire","Marchand","clairemarchand@mail.com"
"20-29",23,21493.5659231933,-1.13266079911365,-1.6097698169978,"Corentin","Roger","corentinroger@verizon.net"
"20-29",26,121347.956497935,-0.961456257821326,1.98384897765064,"Marie","Palmer","mariepalmer@verizon.net"
"30-39",31,54238.9211536144,-0.676115355667453,-0.431310629413045,"Vincent","Addy","vincentaddy@gmail.com"
"20-29",20,29761.4150682007,-1.30386534040597,-1.31222157792886,"Lois","Holt","loisholt@gmail.com"
"30-39",38,32692.9289679852,-0.27663809265203,-1.20672052398017,"Jenny","Meyer","jennymeyer@gmail.com"
"60-69",64,98530.5846042555,1.20713459854811,1.16268391911238,"Lily","Smith","lilysmith@gmail.com"
"40-49",43,107945.070425676,0.00870280950184294,1.50149799624086,"Loane","Muller","loanemuller@gmail.com"
"20-29",29,95337.1868733635,-0.790251716529002,1.04775803514806,"Livia","Girard","liviagirard@gmail.com"
"20-29",23,35011.6635718399,-1.13266079911365,-1.12327253331844,"Ceyhan","Besok","ceyhanbesok@me.com"
"20-29",24,33237.3615095703,-1.07559261868288,-1.18712716406283,"Sinara","Barros","sinarabarros@hotmail.com"
"60-69",68,71647.1114252979,1.43540732027121,0.19518560556535,"Ronald","Flores","ronaldflores@live.com"
"30-39",37,92589.6169802326,-0.333706273082805,0.94887686677144,"Sanni","Manni","sannimanni@gmail.com"
"50-59",56,54070.2827880718,0.750589155101914,-0.437379686531361,"Hugh","Hernandez","hughhernandez@gmail.com"
"30-39",33,60232.6927203892,-0.561978994805904,-0.215603237587656,"James","Singh","jamessingh@gmail.com"
"60-69",69,52753.0304567762,1.49247550070198,-0.484785741566018,"Julia","Green","juliagreen@live.com"
"40-49",47,68898.3746909482,0.236975531224942,0.0962624442176679,"Charlie","Harris","charlieharris@live.com"
"50-59",55,85466.9981120063,0.693520974671139,0.692543851421285,"Ayla","Harris","aylaharris@gmail.com"
"20-29",25,72213.7857386789,-1.0185244382521,0.215579415504896,"Segismundo","Caldeira","segismundocaldeira@gmail.com"
"40-49",45,69136.0814559531,0.122839170363392,0.104817175696373,"Jeanette","Ortiz","jeanetteortiz@msn.com"
"50-59",53,88908.7260679332,0.57938461380959,0.816406790219435,"Alexandra","Kolb","alexandrakolb@gmail.com"
"40-49",47,81502.0265207881,0.236975531224942,0.549850111582338,"Theodor","Baier","theodorbaier@live.com"
"20-29",29,82473.2132958124,-0.790251716529002,0.584801754947774,"Divano","Van Roij","divanovan roij@aol.com"
"20-29",25,113516.784971005,-1.0185244382521,1.70201615065815,"Jack","Thomas","jackthomas@gmail.com"
"20-29",28,49818.6302715361,-0.847319896959777,-0.590390668860682,"Florent","Roy","florentroy@comcast.net"
"30-39",33,48016.405820011,-0.561978994805904,-0.65525018704409,"Séléna","Simon","sélénasimon@yahoo.com"
"20-29",22,28089.6834973747,-1.18972897954443,-1.37238484123605,"Oliver","Turner","oliverturner@comcast.net"
"20-29",22,35581.2466094134,-1.18972897954443,-1.1027740424944,"William","Nielsen","williamnielsen@verizon.net"
"20-29",20,53429.4586403903,-1.30386534040597,-0.460442044509992,"Victor","Novak","victornovak@me.com"
"30-39",38,104826.635480485,-0.27663809265203,1.38926991729085,"Hina","Jurgens","hinajurgens@verizon.net"
"40-49",40,66722.3196840289,-0.162501731790481,0.0179492911750808,"Eléonore","Richard","eléonorerichard@gmail.com"
"60-69",64,81798.9603932854,1.20713459854811,0.560536343192507,"Leslie","Hoefman","lesliehoefman@live.com"
"70-79",70,50208.8566249498,1.54954368113276,-0.576346972336943,"John","Bathoorn","johnbathoorn@gmail.com"
"40-49",42,129670.499514751,-0.0483653709289317,2.28336557208735,"Thomas","Jones","thomasjones@gmail.com"
"20-29",27,61014.7850438933,-0.904388077390552,-0.187456837046651,"Rebekka","Reich","rebekkareich@me.com"
"30-39",34,36087.0147703403,-0.504910814375129,-1.08457215914825,"Carolyn","Holland","carolynholland@gmail.com"
"50-59",54,89311.1370683847,0.636452794240364,0.830888995018566,"Yong","Katuin","yongkatuin@gmail.com"
"60-69",60,37760.4925580705,0.978861876825012,-1.02434605195557,"Simon","Williams","simonwilliams@gmail.com"
"60-69",69,49587.7942272443,1.49247550070198,-0.598698132783647,"Joan","Pascual","joanpascual@live.com"
"50-59",58,36594.8035229312,0.864725515963463,-1.06629755755569,"Carlos","Patterson","carlospatterson@gmail.com"
"30-39",35,87685.7867668662,-0.447842633944354,0.772394928229861,"Charlotte","King","charlotteking@gmail.com"
"30-39",32,113564.253058859,-0.619047175236678,1.7037244602445,"Adèle","Colin","adèlecolin@live.com"
"30-39",39,126502.798859335,-0.219569912221256,2.1693644896552,"Elliot","Ross","elliotross@gmail.com"
"30-39",39,75068.5197584082,-0.219569912221256,0.318317269774235,"Vickie","Dunn","vickiedunn@aol.com"
"30-39",39,70018.9463584924,-0.219569912221256,0.136590239340739,"Francisco","Morgan","franciscomorgan@gmail.com"
"40-49",45,45796.0464238643,0.122839170363392,-0.735157792617974,"Gene","Harvey","geneharvey@mail.com"
"60-69",60,108324.343845834,0.978861876825012,1.5151475121324,"Salvador","Rocha","salvadorrocha@live.com"
"60-69",64,61523.3402021135,1.20713459854811,-0.169154653595563,"Faith","Craig","faithcraig@gmail.com"
"20-29",23,34312.0282972962,-1.13266079911365,-1.14845142087189,"Lillie","Turner","lillieturner@yahoo.com"
"30-39",37,96200.6295330523,-0.333706273082805,1.07883211964348,"Ali","Sinanoglu","alisinanoglu@gmail.com"
"40-49",45,115688.964933978,0.122839170363392,1.78018984633011,"Gabrielle","Gagné","gabriellegagné@gmail.com"
"40-49",48,43137.3053975614,0.294043711655716,-0.830842135261609,"Isis","Teixeira","isisteixeira@msn.com"
"50-59",59,66077.4057052021,0.921793696394238,-0.00526025406278031,"Milo","Renard","milorenard@gmail.com"
"20-29",27,112444.125235324,-0.904388077390552,1.66341263844182,"Angelo","Da Silva","angeloda silva@live.com"
"20-29",24,15812.7849639531,-1.07559261868288,-1.81421311794735,"Nathanaël","Pierre","nathanaëlpierre@gmail.com"
"40-49",44,110800.829487857,0.0657709899326176,1.60427274034347,"Lucas","Payne","lucaspayne@live.com"
"20-29",22,22046.3703116518,-1.18972897954443,-1.5898751661097,"Morris","Hill","morrishill@gmail.com"
"40-49",41,87836.3641100294,-0.105433551359706,0.77781399460566,"Elmer","Reyes","elmerreyes@gmail.com"
"20-29",23,29017.4312779938,-1.13266079911365,-1.33899650606184,"Ceyhun","Ozansoy","ceyhunozansoy@gmail.com"
"40-49",48,54405.1109755528,0.294043711655716,-0.425329691928378,"Joshua","Andre","joshuaandre@yahoo.com"
"30-39",31,83509.5129095358,-0.676115355667453,0.622096717616199,"Max","Johnson","maxjohnson@gmail.com"
"50-59",50,68682.0391753895,0.408180072517266,0.0884768338885976,"Betino","Caldeira","betinocaldeira@yahoo.com"
"40-49",45,114182.611136369,0.122839170363392,1.7259782960185,"Lenny","Dupuis","lennydupuis@gmail.com"
"20-29",20,33354.4588515218,-1.30386534040597,-1.18291299574816,"Mabel","Armstrong","mabelarmstrong@live.com"
"20-29",23,29877.9970304039,-1.13266079911365,-1.30802595740502,"Cathy","King","cathyking@gmail.com"
"20-29",23,44754.4254569158,-1.13266079911365,-0.772644263289729,"Tita","Barbosa","titabarbosa@yahoo.com"
"30-39",37,81941.5041471108,-0.333706273082805,0.565666292009563,"Salvador","Vieira","salvadorvieira@live.com"
"50-59",56,48718.2562800817,0.750589155101914,-0.62999157808533,"Kay","Shaw","kayshaw@aol.com"
"10-19",18,35887.3296181638,-1.41800170126752,-1.09175854636411,"Nevaeh","Turner","nevaehturner@live.com"
"30-39",38,64285.3992064355,-0.27663809265203,-0.0697520425262986,"Aubin","Renard","aubinrenard@yahoo.com"
"50-59",55,60063.7343306276,0.693520974671139,-0.221683811926611,"Junilvana","Ribeiro","junilvanaribeiro@yahoo.com"
"30-39",36,67084.9911206341,-0.39077445351358,0.0310013250752935,"Konsta","Pulli","konstapulli@gmail.com"
"30-39",34,68272.1279319253,-0.504910814375129,0.0737247059133329,"Cléo","Leclerc","cléoleclerc@yahoo.com"
"40-49",40,63020.4138967581,-0.162501731790481,-0.11527708111144,"Bob","Lowe","boblowe@gmail.com"
"30-39",34,51058.1679084646,-0.504910814375129,-0.545781456155046,"Encarnacion","Navarro","encarnacionnavarro@gmail.com"
"50-59",54,33535.0955777032,0.636452794240364,-1.17641213453942,"Leo","Peltola","leopeltola@yahoo.com"
"80-",84,42108.5931144628,2.3484982071636,-0.867864040593471,"Lieselotte","Schepens","lieselotteschepens@gmail.com"
"30-39",31,59090.3322409563,-0.676115355667453,-0.256715181344209,"Fabienne","Beckmann","fabiennebeckmann@gmail.com"
"60-69",60,67185.3293171753,0.978861876825012,0.0346123553648598,"Malthe","Olsen","maltheolsen@hotmail.com"
"50-59",50,68527.4197111803,0.408180072517266,0.0829122972728065,"Josefine","Madsen","josefinemadsen@live.com"
"30-39",38,120977.592840923,-0.27663809265203,1.97052011157842,"Susana","Sanchez","susanasanchez@yahoo.com"
"50-59",51,49340.5170176303,0.46524825294804,-0.607597291076461,"Greg","Thomas","gregthomas@gmail.com"
"20-29",25,70259.1255705904,-1.0185244382521,0.145233950705972,"Benjamin","Rasmussen","benjaminrasmussen@gmail.com"
"30-39",33,94666.4230184296,-0.561978994805904,1.02361818929864,"Grayson","Kumar","graysonkumar@me.com"
"50-59",53,47652.285610955,0.57938461380959,-0.668354360223091,"Isaac","Rey","isaacrey@gmail.com"
"40-49",46,57897.7910204041,0.179907350794167,-0.299633059255262,"Wesley","Hunter","wesleyhunter@gmail.com"
"50-59",58,69622.5414811589,0.864725515963463,0.122324186448356,"Davut","Kavaklioglu","davutkavaklioglu@gmail.com"
"20-29",22,29963.3782910397,-1.18972897954443,-1.30495320616028,"Ryan","Edwards","ryanedwards@gmail.com"
"50-59",55,64853.7152830141,0.693520974671139,-0.0492991478429643,"Rachel","Silva","rachelsilva@gmail.com"
"40-49",41,98668.6881555354,-0.105433551359706,1.16765407129728,"Julian","Mendez","julianmendez@verizon.net"
"50-59",59,31061.2717689842,0.921793696394238,-1.26544156712113,"Deborah","Young","deborahyoung@msn.com"
"40-49",47,57652.4027590879,0.236975531224942,-0.308464236960882,"Florentina","Rocha","florentinarocha@yahoo.com"
"50-59",53,74497.3604081735,0.57938461380959,0.297762049678967,"Gideon","Wildschut","gideonwildschut@gmail.com"
"30-39",33,27251.0576709496,-0.561978994805904,-1.40256580287602,"Ariadne","Barros","ariadnebarros@gmail.com"
"20-29",28,73894.554259926,-0.847319896959777,0.27606790592221,"Socorro","Moraes","socorromoraes@gmail.com"
"30-39",30,72445.5002657348,-0.733183536098228,0.223918494784518,"Lori","Evans","lorievans@mail.com"
"50-59",54,82991.4687447784,0.636452794240364,0.603453038192441,"Hudson","Davies","hudsondavies@yahoo.com"
"30-39",36,71895.3729784251,-0.39077445351358,0.204120188993995,"Chloe","Moore","chloemoore@gmail.com"
"30-39",32,56547.4678838257,-0.619047175236678,-0.34822928596624,"Paula","Schumann","paulaschumann@gmail.com"
"80-",84,49731.9781565324,2.3484982071636,-0.593509156363145,"Amelia","Bergeron","ameliabergeron@me.com"
"50-59",54,74750.258322407,0.636452794240364,0.306863489209928,"Albert","Freeman","albertfreeman@mail.com"
"30-39",38,82842.0266229497,-0.27663809265203,0.598074826832634,"Nella","Rintala","nellarintala@gmail.com"
"20-29",22,31421.9049539129,-1.18972897954443,-1.2524628870263,"Leroy","Rose","leroyrose@gmail.com"
"20-29",22,25026.1416839524,-1.18972897954443,-1.48263739373313,"Mutlu","Bastiaanssen","mutlubastiaanssen@yahoo.com"
"30-39",39,104168.769227669,-0.219569912221256,1.36559423796542,"Nico","Krüger","nicokrüger@gmail.com"
"60-69",62,54586.2593527146,1.09299823768656,-0.418810417121914,"Tristan","Renaud","tristanrenaud@yahoo.com"
"30-39",38,64594.945480073,-0.27663809265203,-0.0586119083734144,"Eelis","Nevala","eelisnevala@gmail.com"
"40-49",40,90745.2588007698,-0.162501731790481,0.882501015097496,"Matias","Manni","matiasmanni@gmail.com"
"60-69",61,82489.4369996419,1.03593005725579,0.585385623184963,"Anouschka","Vriends","anouschkavriends@gmail.com"
"50-59",52,76651.6068572861,0.522316433378815,0.375290343460312,"Eevi","Peura","eevipeura@gmail.com"
"40-49",41,61987.9262809868,-0.105433551359706,-0.152434855345716,"Julia","Gonzalez","juliagonzalez@gmail.com"
"60-69",61,44597.3388402172,1.03593005725579,-0.778297589246721,"Edgar","Terry","edgarterry@me.com"
"20-29",22,34124.3702729282,-1.18972897954443,-1.15520496870743,"Maelya","Roux","maelyaroux@live.com"
"50-59",50,31404.5189484142,0.408180072517266,-1.25308858486257,"Alejandra","Ramirez","alejandraramirez@gmail.com"
"20-29",26,39232.7697993722,-0.961456257821326,-0.97136086888228,"Mae","Vrede","maevrede@gmail.com"
"30-39",35,96972.4026230995,-0.447842633944354,1.10660714551499,"Desidério","Ramos","desidérioramos@me.com"
"60-69",67,38383.898594164,1.37833913984043,-1.00191054726611,"Victoria","Johansen","victoriajohansen@gmail.com"
"20-29",21,46520.1695053135,-1.2467971599752,-0.709097623404015,"Suzanne","Chavez","suzannechavez@me.com"
"20-29",27,113522.445313673,-0.904388077390552,1.7022198584138,"Maria","Mendez","mariamendez@yahoo.com"
"20-29",25,99135.083621637,-1.0185244382521,1.18443898684355,"Perry","Soto","perrysoto@gmail.com"
"50-59",54,74755.24045409,0.636452794240364,0.307042789108013,"Mikkel","Møller","mikkelmøller@yahoo.com"
"40-49",45,104651.115555272,0.122839170363392,1.382953202538,"Carla","Arias","carlaarias@mail.com"
"70-79",77,44458.6183284678,1.94902094414818,-0.783289944969455,"Aquiles","Caldeira","aquilescaldeira@live.com"
"80-",85,33523.189672102,2.40556638759438,-1.17684061130334,"Eliza","Cunningham","elizacunningham@gmail.com"
"50-59",56,77248.3814912677,0.750589155101914,0.396767421518692,"Esma","Gönültas","esmagönültas@me.com"
"10-19",18,17435.2967082065,-1.41800170126752,-1.75582120683432,"Ariovanda","Nogueira","ariovandanogueira@gmail.com"
"30-39",30,118185.045731371,-0.733183536098228,1.87002027656801,"Esma","Erkekli","esmaerkekli@live.com"
"60-69",65,75440.0288974346,1.26420277897889,0.331687360129848,"Adam","Roger","adamroger@verizon.net"
"30-39",32,110602.221333531,-0.619047175236678,1.59712511276247,"Helmi","Kalas","helmikalas@gmail.com"
"50-59",54,62010.3468322859,0.636452794240364,-0.151627971301148,"Scarlett","Patel","scarlettpatel@verizon.net"
"70-79",70,65667.7989692602,1.54954368113276,-0.0200014232414517,"Gordon","Weaver","gordonweaver@gmail.com"
"20-29",26,97429.3433533796,-0.961456257821326,1.12305179844336,"Eleanor","Mitchelle","eleanormitchelle@gmail.com"
"20-29",25,60358.7168981011,-1.0185244382521,-0.211067805034326,"Johan","Gaillard","johangaillard@gmail.com"
"40-49",44,75987.6773531222,0.0657709899326176,0.351396456263643,"Silke","Kristensen","silkekristensen@gmail.com"
"10-19",18,25079.6596097454,-1.41800170126752,-1.48071135900523,"Melike","Akman","melikeakman@gmail.com"
"20-29",23,51602.5272033137,-1.13266079911365,-0.526190732284501,"Brayden","Thompson","braydenthompson@verizon.net"
"30-39",39,66737.9247312575,-0.219569912221256,0.0185108948330601,"Mestan","Erginsoy","mestanerginsoy@gmail.com"
"30-39",39,71861.6041538805,-0.219569912221256,0.202904896588141,"Chadi","Kranen","chadikranen@gmail.com"
"70-79",78,49677.4147305557,2.00608912457896,-0.595472817169261,"Nicolas","Ennis","nicolasennis@gmail.com"
"30-39",36,39045.7106972549,-0.39077445351358,-0.978092862350065,"Alejandro","Montero","alejandromontero@aol.com"
"30-39",38,84214.3895371272,-0.27663809265203,0.647464234079331,"Lya","Fabre","lyafabre@gmail.com"
"20-29",22,26628.2028949113,-1.18972897954443,-1.42498146849297,"Brayden","Brewer","braydenbrewer@comcast.net"
"40-49",44,100905.781091814,0.0657709899326176,1.24816389339838,"Edouard","Caron","edouardcaron@hotmail.com"
"20-29",21,52143.7520963846,-1.2467971599752,-0.506712811116725,"Danny","Jensen","dannyjensen@gmail.com"
"80-",80,44045.3606308793,2.12022548544051,-0.798162507112584,"Coskun","Numanoglu","coskunnumanoglu@live.com"
"20-29",24,14283.330417086,-1.07559261868288,-1.86925603166949,"Thea","Hansen","theahansen@live.com"
"30-39",39,78499.4922461704,-0.219569912221256,0.441793134430533,"Rayan","David","rayandavid@aol.com"
"70-79",77,27150.7845366971,1.94902094414818,-1.40617449166551,"Loris","Morin","lorismorin@aol.com"
"30-39",39,103201.204960758,-0.219569912221256,1.33077296356187,"Anthony","Andersen","anthonyandersen@comcast.net"
"30-39",37,64764.6592862875,-0.333706273082805,-0.0525041476609074,"Natalie","Moser","nataliemoser@yahoo.com"
"50-59",51,104077.043414996,0.46524825294804,1.36229315523406,"Isabella","Hansen","isabellahansen@gmail.com"
"20-29",22,52519.0749100586,-1.18972897954443,-0.493205471985055,"Remedios","Martinez","remediosmartinez@me.com"
"20-29",24,26577.6487838936,-1.07559261868288,-1.42680083970393,"Tammy","Barrett","tammybarrett@live.com"
"20-29",28,114490.729403729,-0.847319896959777,1.7370670382379,"Gilbert","Wade","gilbertwade@yahoo.com"
"20-29",20,48886.8605230737,-1.30386534040597,-0.623923748989523,"Alisa","Lepisto","alisa.lepisto@example.com"
"30-39",36,63800.3603022073,-0.39077445351358,-0.0872079091370457,"Charlaine","Breider","charlainebreider@aol.com"
"20-29",24,2140.76331744629,-1.07559261868288,-2.3062499093887,"Maélie","Vidal","maélievidal@msn.com"
"40-49",40,119154.096067509,-0.162501731790481,1.90489503250875,"Sebastian","Anderson","sebastiananderson@me.com"
"60-69",60,117948.410077632,0.978861876825012,1.86150409287427,"Patricia","Foster","patriciafoster@yahoo.com"
"40-49",40,73166.2648163771,-0.162501731790481,0.249857795207825,"Eduardo","Esteban","eduardoesteban@gmail.com"
"30-39",37,77981.5747182412,-0.333706273082805,0.423154012487757,"Cherelle","Hakkers","cherellehakkers@gmail.com"
"50-59",50,38213.9869185994,0.408180072517266,-1.00802542901768,"Piper","Johnson","piperjohnson@gmail.com"
"70-79",74,55236.9716813999,1.77781640285586,-0.395392197444106,"Nuno","Carvalho","nunocarvalho@hotmail.com"
"60-69",62,62390.8057359499,1.09299823768656,-0.137935791528893,"Celia","Leon","celialeon@gmail.com"
"20-29",22,41376.2005735562,-1.18972897954443,-0.894221815999373,"Ellie","Taylor","ellietaylor@verizon.net"
"40-49",49,41036.6928581208,0.351111892086491,-0.906440220218701,"Chloe","Banks","chloebanks@msn.com"
"50-59",59,77972.4240928444,0.921793696394238,0.422824694375459,"Lidia","Vidal","lidiavidal@live.com"
"40-49",47,48155.4500935794,0.236975531224942,-0.65024617958976,"Silas","Madsen","silasmadsen@gmail.com"
"70-79",71,44794.5552892428,1.60661186156353,-0.771200047178185,"Tina","Weber","tinaweber@verizon.net"
"50-59",56,47820.1114671127,0.750589155101914,-0.66231454417249,"Marine","David","marinedavid@me.com"
"40-49",44,50426.6225514748,0.0657709899326176,-0.568509883533036,"Özsu","Kunter","özsukunter@live.com"
"10-19",18,33176.0504041934,-1.41800170126752,-1.18933366434123,"Emilie","Walker","emiliewalker@mail.com"
"20-29",21,30133.1169623563,-1.2467971599752,-1.29884455058779,"Philip","Sørensen","philipsørensen@gmail.com"
"50-59",58,51285.3274690227,0.864725515963463,-0.537606303700486,"Elias","Schumacher","eliasschumacher@gmail.com"
"40-49",41,84473.4860907015,-0.105433551359706,0.65678875390459,"Beth","Olson","betholson@yahoo.com"
"30-39",30,93363.9107189955,-0.733183536098228,0.976742607237946,"Jayden","Robinson","jaydenrobinson@gmail.com"
